"stage_id","variable_id","prohibited_use","prohibited"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_TOT_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_TOT_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_TOT_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_TOT_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_TOT_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_TOT_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_TOT_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_productive_efficiency_weight","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_productive_efficiency_weight","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_productive_efficiency_weight","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_NRC_TOT","not_baseline_stock","yes"
