"variable_id","display_name","accounting_block","sector_boundary","source_stage","source_file","source_column","source_variable_id_if_applicable","transformation_type","transformation_formula","D07_0_contract_status","D07_consumption_status","notes"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__cfc_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__gross_investment_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__gross_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__net_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__net_stock_quantity_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__retirements","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__revaluation_holding_gains","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"RESIDENTIAL_CAPITAL_MENU","Residential capital menu","frontier_context","AGGREGATE_REFERENCE","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","RESIDENTIAL_CAPITAL_MENU","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"D01_gpim_core_capital_panel","D01 GPIM core capital panel","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","D01_gpim_core_capital_panel","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"D01_gpim_gross_survival_panel","D01 GPIM gross survival panel","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","D01_gpim_gross_survival_panel","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"D02_initialization_sensitivity","D02 initialization sensitivity outputs","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","D02_initialization_sensitivity","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"D03_S29C_price_deflator_outputs","D03 S29C price/deflator outputs","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","D03_S29C_price_deflator_outputs","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"D04_S12DB_source_price_seed_outputs","D04 S12D_B source price and seed audit","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","D04_S12DB_source_price_seed_outputs","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B GPIM baseline construction","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","S12D_B_GPIM_BASELINE_CONSTRUCTION","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S29D asset-specific GPIM stock construction","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION","S29E core capital aggregation","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","S29F total-capital analytical transformations","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","metadata_only_not_consumed","not_applicable","PARKED_TRANSFORMATION","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"S29K_TOTAL_CAPITAL_INTERFACE_CONSUMPTION_INTAKE","S29K total-capital interface","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","S29K_TOTAL_CAPITAL_INTERFACE_CONSUMPTION_INTAKE","blocked_not_consumed","not_applicable","SUPERSEDED_FOR_BASELINE","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"K_total","Total capital object","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","K_total","blocked_not_consumed","not_applicable","BLOCKED_BOUNDARY_CONFLICT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"K_real_total","Real total capital object","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","K_real_total","blocked_not_consumed","not_applicable","BLOCKED_BOUNDARY_CONFLICT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"K_current_total","Current-cost total capital object","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","K_current_total","blocked_not_consumed","not_applicable","BLOCKED_BOUNDARY_CONFLICT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"pKN_total","Total-capital pKN object","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","pKN_total","blocked_not_consumed","not_applicable","BLOCKED_BOUNDARY_CONFLICT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"IPP_baseline","IPP baseline capital candidate","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","IPP_baseline","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"residential_baseline","Residential capital baseline candidate","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","residential_baseline","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"government_transportation_baseline","Government transportation capital baseline candidate","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","government_transportation_baseline","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"q_omega_indexes","q_omega accumulated indexes","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","q_omega_indexes","metadata_only_not_consumed","not_applicable","PARKED_TRANSFORMATION","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"logs_and_growth_rates","Logs, growth rates, first differences","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","logs_and_growth_rates","metadata_only_not_consumed","not_applicable","PARKED_TRANSFORMATION","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"periodized_model_variants","Periodized model variants","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","periodized_model_variants","metadata_only_not_consumed","not_applicable","PARKED_TRANSFORMATION","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"stationarity_integration_classifications","Stationarity and integration classifications","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","stationarity_integration_classifications","metadata_only_not_consumed","not_applicable","PARKED_TRANSFORMATION","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"Shaikh_adjusted_corporate_surplus_objects","Shaikh-style adjusted corporate surplus objects","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","Shaikh_adjusted_corporate_surplus_objects","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
